ip,country,port,org,isp,hostnames,timestamp,product,version,vulns
178.95.191.14,Ukraine,4000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:01:18.084052,,,
91.195.90.74,Ukraine,8080,Gigabit-Online LLC,Gigabit-Online LLC,[],2026-03-31 18:01:17.354304,,,
64.240.77.114,Ukraine,8080,Freedom Services,Maximum-Net LLC,[],2026-03-31 18:01:17.055955,,,
178.92.64.188,Ukraine,179,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:01:16.424328,,,
178.94.174.251,Ukraine,6000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:01:15.216540,,,
193.33.196.226,Ukraine,80,PE Teleradiocompany Telcom,PE Teleradiocompany Telcom,[],2026-03-31 18:01:14.525411,Apache httpd,2.4.18,"CVE-2019-0196, CVE-2017-7679, CVE-2017-9798, CVE-2025-58098, CVE-2013-4365, CVE-2021-32785, CVE-2022-28330, CVE-2021-32791, CVE-2021-32792, CVE-2023-31122, CVE-2024-38476, CVE-2024-27316, CVE-2024-38474, CVE-2024-38475, CVE-2024-38472, CVE-2024-38473, CVE-2009-0796, CVE-2020-1927, CVE-2011-2688, CVE-2017-3167, CVE-2021-32786, CVE-2017-3169, CVE-2007-4723, CVE-2021-44790, CVE-2016-4979, CVE-2016-4975, CVE-2020-13938, CVE-2020-35452, CVE-2022-22719, CVE-2024-47252, CVE-2020-1934, CVE-2022-36760, CVE-2016-1546, CVE-2018-1333, CVE-2018-11763, CVE-2019-0217, CVE-2024-24795, CVE-2021-33193, CVE-2019-0211, CVE-2019-17567, CVE-2022-31813, CVE-2024-42516, CVE-2012-4360, CVE-2025-59775, CVE-2025-65082, CVE-2024-39573, CVE-2021-26690, CVE-2021-26691, CVE-2019-0220, CVE-2024-38477, CVE-2022-30556, CVE-2021-39275, CVE-2018-17189, CVE-2023-38709, CVE-2022-29404, CVE-2018-1312, CVE-2006-20001, CVE-2019-10092, CVE-2021-44224, CVE-2022-22721, CVE-2022-22720, CVE-2017-15710, CVE-2017-15715, CVE-2019-10098, CVE-2016-5387, CVE-2021-40438, CVE-2011-1176, CVE-2022-23943, CVE-2018-17199, CVE-2018-1301, CVE-2018-1302, CVE-2018-1303, CVE-2021-34798, CVE-2023-25690, CVE-2020-11985, CVE-2022-26377, CVE-2019-10082, CVE-2016-8740, CVE-2016-8743, CVE-2024-40898, CVE-2024-43204, CVE-2012-3526, CVE-2016-8612, CVE-2009-2299, CVE-2025-66200, CVE-2012-4001, CVE-2022-37436, CVE-2025-49812, CVE-2017-9788, CVE-2025-53020, CVE-2013-2765, CVE-2024-43394, CVE-2013-0941, CVE-2013-0942, CVE-2023-45802, CVE-2018-1283, CVE-2022-28615, CVE-2022-28614"
178.95.120.110,Ukraine,5555,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:01:12.359576,,,
93.127.122.42,Ukraine,111,PRIVATE JOINT-STOCK COMPANY FARLEP-INVEST,PrJSC VF UKRAINE,['93-127-122-42.static.vega-ua.net'],2026-03-31 18:01:12.182299,,,
178.93.187.117,Ukraine,8080,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:01:10.156550,,,
77.88.192.154,Ukraine,80,Ante Mediam LLC,Ante Mediam LLC,[],2026-03-31 18:01:10.138844,nginx,,
185.233.38.4,Ukraine,443,Hosting Ukraine LTD,Hosting Ukraine LTD,['vps-45943.vps-default-host.net'],2026-03-31 18:01:05.740084,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
193.178.250.22,Ukraine,53,Techinform Ltd,"Scientific Production Enterprise ""Technaukservice"" Ltd",['epurage-harmean.pascalbichain.com'],2026-03-31 18:01:05.377640,,,
31.43.142.222,Ukraine,3389,Corbina Telecom Llc.,Corbina Telecom Llc.,['31-43-142-222.cl.corbina.com.ua'],2026-03-31 18:01:04.917475,Remote Desktop Protocol,,
93.170.47.145,Ukraine,5001,ALFA TELECOM s.r.o.,Shaporenko Yuri Nikolaevich,['93.170.47.145.soyuz.in.ua'],2026-03-31 18:01:03.907990,nginx,,
5.58.53.9,Ukraine,7547,"MAXNET TELECOM, LTD","MAXNET TELECOM, LTD",['host-5-58-53-9.bitternet.ua'],2026-03-31 18:01:01.943992,,,
31.43.60.37,Ukraine,12146,Ukrainian Telecommunication Group LLC,Ukrainian Telecommunication Group LLC,[],2026-03-31 18:01:01.627806,,,
217.65.241.193,Ukraine,1443,Neonet Ltd. network,Neonet Ltd,['as-h95-gw.neonet.ua'],2026-03-31 18:01:00.780087,,,
46.150.28.241,Ukraine,8888,,FOP Zubenko Volodimir Oleksandrovich,[],2026-03-31 18:01:00.591048,Tinyproxy,1.11.0-rc1-46-git-d3d8943,
185.25.119.149,Ukraine,5432,Hosting Ukraine LTD,Hosting Ukraine LTD,['vps-42854.vps-default-host.net'],2026-03-31 18:00:58.629466,PostgreSQL,9.6.0 or later,
178.93.52.37,Ukraine,2000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:56.296136,,,
46.164.173.233,Ukraine,8080,PJSC DATAGROUP,"PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",['46-164-173-233.ipv4.datagroup.ua'],2026-03-31 18:00:55.379526,,,
194.28.87.149,Ukraine,465,HOSTPRO LAB LLC,HOSTPRO LAB LLC,"['server07.svaltera.com.ua', 'node.svaltera.ua']",2026-03-31 18:00:52.521739,Exim smtpd,4.96.2,"CVE-2022-3620, CVE-2024-39929, CVE-2023-51766, CVE-2025-30232, CVE-2025-67896, CVE-2022-3559"
176.114.1.186,Ukraine,465,TheHost LLC,TheHost LLC,"['thehost.com.ua', 'ukrmedexpert.com']",2026-03-31 18:00:50.841927,Exim smtpd,4.90_1,
185.86.76.146,Ukraine,465,GMHOST datacenter,Mulgin Alexander Sergeevich,['node1-shared.gmhost.hosting'],2026-03-31 18:00:50.566340,Exim smtpd,4.97.1,"CVE-2024-39929, CVE-2025-30232, CVE-2025-67896"
45.94.158.164,Ukraine,32303,Mykola Skurikhin,PE Skurykhin Mukola Volodumurovuch,[],2026-03-31 18:00:50.439510,,,
45.94.158.134,Ukraine,2003,Mykola Skurikhin,PE Skurykhin Mukola Volodumurovuch,[],2026-03-31 18:00:47.496002,nginx,,
95.164.123.16,Ukraine,443,Veterano,,"['skeelosoft.com', '7426squidsbased.example.com', 'www.skeelosoft.com']",2026-03-31 18:00:47.283868,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
178.95.147.214,Ukraine,8080,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:44.809541,,,
178.95.120.14,Ukraine,2000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:43.446797,,,
213.160.144.157,Ukraine,21257,CYBERARENA TV LLC,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",[],2026-03-31 18:00:42.450539,,,
37.52.70.76,Ukraine,58000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",['76-70-52-37.pool.ukrtel.net'],2026-03-31 18:00:41.033680,,,
92.60.178.88,Ukraine,8080,DOMONET by WNET,Load.me sp. z o. o.,['88.unassigned.domonet.ua'],2026-03-31 18:00:40.624571,,,
62.244.44.199,Ukraine,23424,Lucky Net Ltd,Lucky Net Ltd,[],2026-03-31 18:00:39.832333,,,
193.189.127.115,Ukraine,3389,"Kremenchug, Poltava region, Ukraine",Satellite Ltd,[],2026-03-31 18:00:38.300061,Remote Desktop Protocol,,
163.171.137.166,Ukraine,8009,CDNetworks Inc,Meteverse Limited.,[],2026-03-31 18:00:37.977616,nginx,,
94.153.229.110,Ukraine,2000,Kyivstar GSM,"""Kyivstar"" PJSC",['94-153-229-110.ip.kyivstar.net'],2026-03-31 18:00:37.856655,MikroTik bandwidth-test server,,
213.174.1.179,Ukraine,53,"State Enterprise Scientific and Telecommunication Centre ""Ukrainian Academic and Research Network"" of the Institute for Condensed Matter Physics of the National Academy of Science of Ukraine (UARNet)","State Enterprise Scientific and Telecommunication Centre ""Ukrainian Academic and Research Network"" of the Institute for Condensed Matter Physics of the National Academy of Science of Ukraine (UARNet)",[],2026-03-31 18:00:37.239886,,,
178.94.144.96,Ukraine,10000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:36.730691,,,
94.76.75.183,Ukraine,8080,Freenet LTD,Freenet LTD,[],2026-03-31 18:00:35.758267,,,
130.0.233.127,Ukraine,50000,IROKO Networks Corporation,GREEN FLOID LLC,[],2026-03-31 18:00:35.295871,nginx,1.20.1,"CVE-2023-44487, CVE-2021-3618, CVE-2025-23419"
178.92.224.11,Ukraine,6666,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:34.030631,,,
95.67.72.50,Ukraine,995,Cosmonova LLC,Cosmonova LLC,"['mail.elika.ua', 'www.mail.elika.ua']",2026-03-31 18:00:30.990476,,,
31.129.91.171,Ukraine,443,Volodymyr Shtark,Volodymyr Shtark,['ip-31-91-171.dnepro.net'],2026-03-31 18:00:30.404462,,,
152.53.40.137,Ukraine,10020,ANX Holding GmbH,ANEXIA Internetdienstleistungs GmbH,[],2026-03-31 18:00:29.512121,,,
46.28.68.91,Ukraine,22,GREEN FLOID LLC,GREEN FLOID LLC,['20260304.milan'],2026-03-31 18:00:24.293664,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
194.242.96.228,Ukraine,1701,Pitline Ltd,Pitline Ltd,[],2026-03-31 18:00:24.208941,,,
138.113.142.31,Ukraine,8883,Meteverse Limited.,Meteverse Limited.,[],2026-03-31 18:00:23.650129,nginx,,
95.85.72.81,Ukraine,443,G-Core Labs Customer assignment,G-Core Labs S.A.,[],2026-03-31 18:06:22.118251,,,
91.239.234.59,Ukraine,465,HOSTPRO LAB LLC,HOSTPRO LAB LLC,"['studkonsult.net.ua', 'guru-ua5.hostsila.org']",2026-03-31 18:00:19.583885,Exim smtpd,4.99.1,
178.93.104.139,Ukraine,3389,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:18.294816,,,
31.129.165.141,Ukraine,44158,MAGNUS NG LLC,MAGNUS NG LLC,[],2026-03-31 18:00:17.595601,,,
195.123.8.85,Ukraine,443,MOBICOM Ltd. 195.123.8.0/22,MOBICOM Ltd.,"['arterium.ua', 'simarsxm01.marifarm.si']",2026-03-31 18:00:16.433082,,,
213.169.74.76,Ukraine,8443,Navigator Online,Lanet LLC,['bezkor-colo1-76.cl.lanet.online'],2026-03-31 18:00:14.094856,nginx,,
91.207.105.167,Ukraine,8080,Obltelecom LLC,Obltelecom LLC,['91.207.105.167.v-lan.com.ua'],2026-03-31 18:00:14.038049,Hikvision IP Camera,4.1.50,
178.95.76.102,Ukraine,8080,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:13.288543,,,
94.244.44.45,Ukraine,1723,UKRDATAKOM LTD,UKRDATAKOM LTD,['ip-2c2d.proline.net.ua'],2026-03-31 18:00:12.447054,PPTP,,
178.95.110.13,Ukraine,2000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:11.643075,,,
188.190.45.212,Ukraine,6881,Lanet Network Ltd,Lanet Network Ltd,['host-188-190-45-212.la.net.ua'],2026-03-31 18:00:11.058418,,,
194.156.248.118,Ukraine,1433,Scientific-Production Enterprise Information Technologies Ltd,Scientific-Production Enterprise Information Technologies Ltd,['118.248.156.194.rostkredo.com.ua'],2026-03-31 18:00:10.196624,nginx,,
81.25.228.110,Ukraine,8080,Skyline ISP,Skyline Electronics Ltd.,[],2026-03-31 18:00:09.903672,nginx,,
212.90.163.165,Ukraine,1194,LLC UKRCOM,"LLC ""UKRCOM""",['unassigned-please-contact-hostmaster.ukrhub.net'],2026-03-31 18:00:09.551117,,,
213.160.144.157,Ukraine,7005,CYBERARENA TV LLC,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",[],2026-03-31 18:00:09.393195,,,
178.93.167.246,Ukraine,8889,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:09.364066,,,
185.66.90.106,Ukraine,444,Virtual Systems LLC,Virtual Systems LLC,['dedicated.vsys.host'],2026-03-31 18:00:08.177981,,,
178.92.235.84,Ukraine,6000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:05.521050,,,
91.197.130.210,Ukraine,25,Overseas Technologies LLC,Overseas Technologies LLC,['zaqawqpi.my-addr.com'],2026-03-31 18:00:05.520902,Postfix smtpd,,
176.105.207.242,Ukraine,8080,NPK Home-Net Ltd.,NPK Home-Net Ltd.,[],2026-03-31 18:00:05.020472,,,
94.179.155.132,Ukraine,53,JSC Ukrtelecom,"JSC ""Ukrtelecom""",['132-155-179-94.pool.ukrtel.net'],2026-03-31 18:00:04.565531,,,
178.92.235.254,Ukraine,8886,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 18:00:02.792375,,,
195.66.214.44,Ukraine,22,Virtual Systems LLC,Virtual Systems LLC,['dedicated.vsys.host'],2026-03-31 18:00:00.691221,OpenSSH,8.2p1 Ubuntu 4ubuntu0.13,
91.142.162.54,Ukraine,465,Sitel Ltd,Sitel Ltd,['nmmx.nikol.com.ua'],2026-03-31 17:59:58.759625,Kerio Connect smtpd,8.2.0,
91.245.96.47,Ukraine,7547,Centr Servisnogo Oblslugovuvannya Ltd,Centr Servisnogo Oblslugovuvannya Ltd,['user-91.245.96.47.cso.com.ua'],2026-03-31 17:59:54.279083,,,
62.244.44.23,Ukraine,23424,Lucky Net Ltd,Lucky Net Ltd,[],2026-03-31 17:59:53.536374,,,
176.36.243.239,Ukraine,7547,Lanet Network Ltd,Lanet Network Ltd,['host-176-36-243-239.b024.la.net.ua'],2026-03-31 17:59:51.655135,,,
176.97.112.117,Ukraine,3000,Virtual Systems LLC,Virtual Systems LLC,['dedicated.vsys.host'],2026-03-31 17:59:50.823543,,,
91.197.58.54,Ukraine,465,LLC GARUDA NETWORKS,"LLC ""GARUDA NETWORKS""",['mail.kost-gromada.gov.ua'],2026-03-31 17:59:50.161199,Postfix smtpd,,
46.46.71.5,Ukraine,1953,TOV Flagman Telecom,"TOV ""Flagman Telecom""",['static-pool-71-005.flagman.zp.ua'],2026-03-31 17:59:49.355364,,,
195.12.58.31,Ukraine,8080,K-Link LLC,K-Link LLC,['195.12.58.31.gpon.com.ua'],2026-03-31 17:59:48.040385,nginx,,
92.244.118.79,Ukraine,548,ISP Kievnet,Kyiv Optic Networks ltd,['92-244-118-79.kievnet.com.ua'],2026-03-31 17:59:47.992342,,,
138.124.68.48,Ukraine,22,HOSTLINE LTD,STARK INDUSTRIES SOLUTIONS LTD,[],2026-03-31 17:59:46.355553,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
130.0.237.110,Ukraine,5985,IROKO Networks Corporation,GREEN FLOID LLC,[],2026-03-31 17:59:43.615146,WinRM,,
45.140.122.46,Ukraine,8443,TENET Scientific Production Enterprise LLC,TENET Scientific Production Enterprise LLC,"['45-140-122-46.broadband.tenet.odessa.ua', 'iptel.ua']",2026-03-31 17:59:41.909069,Apache Tomcat,,
46.201.212.84,Ukraine,554,JSC Ukrtelecom,"JSC ""Ukrtelecom""",['84-212-201-46.pool.ukrtel.net'],2026-03-31 17:59:41.465941,,,
45.141.156.224,Ukraine,22,Servitium Hosting Space Kube,Virtual Systems LLC,['astrixbase.net'],2026-03-31 17:59:38.460251,OpenSSH,7.6p1 Ubuntu 4ubuntu0.7,
178.94.21.166,Ukraine,5555,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:59:38.203047,,,
141.98.150.251,Ukraine,7001,LLC INTS,,[],2026-03-31 17:59:37.776618,,,
213.160.144.157,Ukraine,52536,CYBERARENA TV LLC,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",[],2026-03-31 17:59:33.815725,,,
152.53.40.137,Ukraine,12349,ANX Holding GmbH,ANEXIA Internetdienstleistungs GmbH,[],2026-03-31 17:59:33.752691,,,
178.93.187.208,Ukraine,8080,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:59:33.716915,,,
217.77.211.85,Ukraine,2003,WildPark Co,WildPark Co,[],2026-03-31 17:59:33.167141,Cisco router telnetd,,
85.223.254.58,Ukraine,8787,Service SvitOnline Internet in Kiev,"""Kyivstar"" PJSC",['ll-58.132.162.89.kv.sovam.net.ua'],2026-03-31 17:59:32.998635,,,
176.126.136.211,Ukraine,7547,Cyberlan Ltd.,Cyberlan Ltd.,[],2026-03-31 17:59:32.032750,,,
94.45.101.149,Ukraine,8443,UkrNet Fastiv Region LTD,UkrNet Fastiv Region LTD,"['www.asusrepeater.com', 'router.asus.com', 'www.asusrouter.com', 'www.asusswitch.com', 'ap.asus.com', 'expertwifi.net', 'asusrepeater.net', 'asusrouter.com', 'asusap.net', 'asusswitch.com', 'asusswitch.net', 'asusap.com', 'www.asusnetwork.net', 'asusrepeater.com', 'zenwifi.net', 'repeater.asus.com', 'www.asusap.com']",2026-03-31 17:59:31.871489,ASUS Wireless Router RT-AX53U,,
213.169.83.60,Ukraine,22,NAVIGATOR - ONLINE TOV,Lanet LLC,['kibets-colo-60.cl.lanet.online'],2026-03-31 17:59:29.561823,OpenSSH,9.2p1 Debian 2+deb12u7,
46.200.45.179,Ukraine,7547,JSC Ukrtelecom,"JSC ""Ukrtelecom""",['179-45-200-46.pool.ukrtel.net'],2026-03-31 17:59:29.408772,,,
93.190.40.103,Ukraine,25,UH.ua network,"JSC ""Ukrtelecom""",['relay.uh.ua'],2026-03-31 17:59:28.699770,Exim smtpd,4.96-58-g4e9ed49f8,
195.74.72.109,Ukraine,80,Branch Enterprise Netgroup-Service,"Branch Enterprise ""Netgroup-Service""",[],2026-03-31 17:59:28.400712,,,
93.170.90.145,Ukraine,8080,ALFA TELECOM s.r.o.,Shaporenko Yuri Nikolaevich,['93.170.90.145.soyuz.in.ua'],2026-03-31 17:59:27.181650,Hikvision IP Camera,,
91.230.92.136,Ukraine,8008,Kiev,Starlight Media LLC,[],2026-03-31 17:59:26.857202,,,
185.233.39.155,Ukraine,465,Hosting Ukraine LTD,Hosting Ukraine LTD,['vps-44682.vps-default-host.net'],2026-03-31 17:59:25.955764,Postfix smtpd,,
213.160.144.157,Ukraine,2195,CYBERARENA TV LLC,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",[],2026-03-31 17:59:47.296946,,,
91.243.20.235,Ukraine,8291,Lanet Network Ltd,Lanet Network Ltd,['host-91-243-20-235.la.net.ua'],2026-03-31 17:59:25.409604,,,
213.160.144.157,Ukraine,12280,CYBERARENA TV LLC,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",[],2026-03-31 17:59:25.013630,,,
178.92.201.144,Ukraine,8889,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:59:24.930497,,,
95.158.24.107,Ukraine,1723,LIMITED LIABILITY COMPANY BEST SOLUTIONS,"LIMITED LIABILITY COMPANY ""BEST SOLUTIONS""",['95.158.24.107.bestsolution.net.ua'],2026-03-31 17:59:24.525574,PPTP,,
178.94.103.149,Ukraine,8888,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:59:22.084276,,,
45.94.158.120,Ukraine,50000,Mykola Skurikhin,PE Skurykhin Mukola Volodumurovuch,[],2026-03-31 17:59:20.494011,,,
45.94.158.164,Ukraine,52536,Mykola Skurikhin,PE Skurykhin Mukola Volodumurovuch,[],2026-03-31 17:59:19.768081,,,
213.111.165.47,Ukraine,3333,PP SKS-LUGAN,,[],2026-03-31 17:59:19.514826,,,
81.17.141.54,Ukraine,22,KHADI core net,Kharkiv National Automobile and Highway University,[],2026-03-31 17:59:18.815038,OpenSSH,8.9p1 Ubuntu 3ubuntu0.14,
176.241.106.77,Ukraine,23,"DerzhKazna Ukraine, Kiev, Bastionnaja srt., 6","PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",['176.241.106.77.ipv4.datagroup.ua'],2026-03-31 17:59:18.114439,,,
173.242.58.110,Ukraine,22,Hosting Ukraine LTD,Hosting Ukraine LTD,['vps-56173.vps-default-host.net'],2026-03-31 17:59:17.940021,OpenSSH,8.9p1 Ubuntu 3ubuntu0.14,
188.190.83.170,Ukraine,21,ISP Shtorm LTD,ISP Shtorm LTD,[],2026-03-31 17:59:17.527774,MikroTik router ftpd,6.49.6,
45.12.2.244,Ukraine,53,Virtual Systems LLC,Virtual Systems LLC,['mail.seroip.tv'],2026-03-17 05:09:18.191434,,,
178.94.225.61,Ukraine,3389,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:59:16.770118,,,
109.122.60.30,Ukraine,6666,VIRTUAL TELECOM LLC,KIEVLINE LLC,[],2026-03-31 17:59:15.531132,,,
178.93.220.1,Ukraine,8080,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:59:14.885165,,,
91.210.250.55,Ukraine,443,Corbina Telecom Llc.,Corbina Telecom Llc.,"['pmon.corbina.com.ua', 'pmacct.corbina.com.ua']",2026-03-31 17:59:11.616238,Apache httpd,2.4.66,"CVE-2013-0941, CVE-2013-0942, CVE-2009-2299, CVE-2013-2765, CVE-2011-1176, CVE-2011-2688, CVE-2009-0796, CVE-2007-4723, CVE-2012-4001, CVE-2013-4365, CVE-2012-3526, CVE-2012-4360"
77.93.41.70,Ukraine,8080,ROMA NET,Seech-Infocom Ltd.,['speedtest.infocom.zp.ua'],2026-03-31 17:59:10.840836,,,
45.94.158.164,Ukraine,12392,Mykola Skurikhin,PE Skurykhin Mukola Volodumurovuch,[],2026-03-31 17:59:10.419576,,,
193.107.168.22,Ukraine,554,PE UAinet,PE UAinet,['22.168.107.193.clients.uainet.net'],2026-03-31 17:59:10.245072,,,
91.199.93.112,Ukraine,47990,I.T.T. Tehnologiya LLC,I.T.T. Tehnologiya LLC,[],2026-03-31 17:59:08.652527,,,
83.150.204.32,Ukraine,22,STARLINK LLC,STARLINK LLC,[],2026-03-31 17:59:05.356523,OpenSSH,8.2p1,
91.234.33.159,Ukraine,8080,TheHost LLC,TheHost LLC,['panigarmonika.com.ua'],2026-03-31 17:59:04.523184,,,
91.245.107.209,Ukraine,8080,Centr Servisnogo Oblslugovuvannya Ltd,Centr Servisnogo Oblslugovuvannya Ltd,['user-91.245.107.209.cso.com.ua'],2026-03-31 17:59:03.459766,Hydra,0.1.8,"CVE-2019-11358, CVE-2020-7656, CVE-2015-9251, CVE-2012-6708, CVE-2020-11022, CVE-2020-11023"
94.45.83.93,Ukraine,8080,Sunline.net.ua LTD,"""Sunline.net.ua"" LTD",['ip-535d.sunline.net.ua'],2026-03-31 17:59:01.065236,,,
152.53.40.137,Ukraine,32800,ANX Holding GmbH,ANEXIA Internetdienstleistungs GmbH,[],2026-03-31 17:58:58.771358,,,
91.192.47.154,Ukraine,8080,NEOCOM Ltd.,NEOCOM Ltd.,[],2026-03-31 17:58:56.908078,,,
87.76.219.6,Ukraine,53,SATELIT SERVIS Ltd,"""SATELIT SERVIS"" Ltd",['87-76-219-6.usercontent.flooyd.link'],2026-03-31 17:58:56.291544,,,
31.43.253.180,Ukraine,53,LLC Electron-sevlush,"LLC ""Electron-sevlush""",[],2026-03-31 15:07:10.472829,,,
31.202.79.183,Ukraine,4040,"Maxnet LLC, Kharkiv","MAXNET TELECOM, LTD",['31-202-79-183-kh.maxnet.ua'],2026-03-31 17:58:54.959982,,,
178.92.23.52,Ukraine,2000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:58:53.651286,,,
178.92.133.63,Ukraine,6667,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:58:53.348526,,,
194.120.144.167,Ukraine,80,IPv4 Superhub Limited,Virtual Systems LLC,[],2026-03-31 17:58:52.857829,,,
213.160.144.157,Ukraine,20040,CYBERARENA TV LLC,"""SCIENTIFIC-INDUSTRIAL FIRM ""VOLZ"" LIMITED LIABILITY COMPANY",[],2026-03-31 17:58:52.816247,,,
77.109.20.182,Ukraine,4443,PJSC Telesystems of Ukraine,PJSC Telesystems of Ukraine,['77-109-20-182.static.people.net.ua'],2026-03-31 17:58:52.491777,HP iLO,3.04,
178.211.135.149,Ukraine,161,R-TEL LLC,Rabchuk Valentyna Viktorivna,['host-178-211-135-149.golden.net.ua'],2026-03-31 17:58:49.974152,MikroTik,,
31.41.220.93,Ukraine,8080,ON-LINE Ltd,ON-LINE Ltd,['dedic.dc.besthosting.ua'],2026-03-31 17:58:49.866113,nginx,,"CVE-2022-31628, CVE-2022-31629, CVE-2024-25117, CVE-2007-3205, CVE-2024-3566, CVE-2020-7059, CVE-2020-7070, CVE-2022-37454, CVE-2019-11048, CVE-2013-2220, CVE-2019-11046, CVE-2019-11047, CVE-2019-11044, CVE-2019-11045, CVE-2022-4900, CVE-2020-7060, CVE-2020-7061, CVE-2020-7062, CVE-2020-7063, CVE-2020-7064, CVE-2020-7066, CVE-2020-7067, CVE-2020-7068, CVE-2020-7069, CVE-2017-8923, CVE-2019-11050"
193.0.228.2,Ukraine,111,Nezavisimoy Ukraini,DCTel Ltd,['ns1.dctel.net.ua'],2026-03-30 14:22:48.697661,,,
62.80.180.170,Ukraine,1701,subnet for dsl customers Inter-Telecom,"""Inter-Telecom"" LLC",['ip-62-80-180-170.cyfra.net'],2026-03-31 17:58:48.585480,,,
193.106.27.92,Ukraine,1723,Citynet LLC,Citynet LLC,['ip-193.106.27.92.citynet.works'],2026-03-31 17:58:48.548545,PPTP,,
178.93.30.190,Ukraine,60000,JSC Ukrtelecom,"JSC ""Ukrtelecom""",[],2026-03-31 17:58:48.164411,,,
